Product ID,Features,Mutation Operator,Mutation Element,Mutant ID,Is Mutant Valid?,Is Fault Detected?
11,P11: <s- f- t>,Event Inserter,free/f-coffee/co,coffee/co-tea/t,23,true,true
11,P11: <s- f- t>,Event Inserter,free/f-coffee/co,coffee/co-take/f,24,true,true
11,P11: <s- f- t>,Event Inserter,tea/t-coffee/co,coffee/co-soda/s,25,true,true
11,P11: <s- f- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveSoda/s,26,true,true
11,P11: <s- f- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveTea/t,27,true,true
11,P11: <s- f- t>,Event Inserter,tea/t-coffee/co,coffee/co-free/f,28,true,true
11,P11: <s- f- t>,Event Inserter,tea/t-coffee/co,coffee/co-tea/t,29,true,true
11,P11: <s- f- t>,Event Inserter,tea/t-coffee/co,coffee/co-take/f,30,true,true
11,P11: <s- f- t>,Event Inserter,take/f-coffee/co,coffee/co-soda/s,31,true,true
11,P11: <s- f- t>,Event Inserter,take/f-coffee/co,coffee/co-serveSoda/s,32,true,true
11,P11: <s- f- t>,Event Inserter,take/f-coffee/co,coffee/co-serveTea/t,33,true,true
11,P11: <s- f- t>,Event Inserter,take/f-coffee/co,coffee/co-free/f,34,true,true
11,P11: <s- f- t>,Event Inserter,take/f-coffee/co,coffee/co-tea/t,35,true,true
11,P11: <s- f- t>,Event Inserter,take/f-coffee/co,coffee/co-take/f,36,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-soda/s,1,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveSoda/s,2,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-cancel/c,3,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-return/c,4,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveTea/t,5,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-free/f,6,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-tea/t,7,true,true
12,P12: <s- f- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-take/f,8,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-soda/s,9,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveSoda/s,10,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-cancel/c,11,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-return/c,12,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveTea/t,13,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-free/f,14,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-tea/t,15,true,true
12,P12: <s- f- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-take/f,16,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-soda/s,17,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-serveSoda/s,18,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-cancel/c,19,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-return/c,20,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-serveTea/t,21,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-free/f,22,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-tea/t,23,true,true
12,P12: <s- f- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-take/f,24,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-soda/s,25,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-serveSoda/s,26,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-cancel/c,27,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-return/c,28,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-serveTea/t,29,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-free/f,30,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-tea/t,31,true,true
12,P12: <s- f- c- t>,Event Inserter,return/c-coffee/co,coffee/co-take/f,32,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-soda/s,33,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveSoda/s,34,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-cancel/c,35,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-return/c,36,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveTea/t,37,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-free/f,38,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-tea/t,39,true,true
12,P12: <s- f- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-take/f,40,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-soda/s,41,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-serveSoda/s,42,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-cancel/c,43,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-return/c,44,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-serveTea/t,45,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-free/f,46,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-tea/t,47,true,true
12,P12: <s- f- c- t>,Event Inserter,free/f-coffee/co,coffee/co-take/f,48,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-soda/s,49,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveSoda/s,50,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-cancel/c,51,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-return/c,52,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveTea/t,53,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-free/f,54,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-tea/t,55,true,true
12,P12: <s- f- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-take/f,56,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-soda/s,57,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-serveSoda/s,58,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-cancel/c,59,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-return/c,60,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-serveTea/t,61,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-free/f,62,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-tea/t,63,true,true
12,P12: <s- f- c- t>,Event Inserter,take/f-coffee/co,coffee/co-take/f,64,true,true
